"","main_text","main_bing","main_nrc","main_afinn","print_text","print_bing","print_nrc","print_afinn"
"881","Uganda’s Leader of 35 Years Is Re-elected Amid Accusations of Vote-Rigging",-1,4,-2,"Ugandan President Retains 35-Year Grip on Power",NA,2,NA
"882","Ukraine’s Leader, Meeting Biden, Seeks Security Assurances After Afghan Pullout",1,2,NA,"Ukraine’s Leader Seeks Assurances From Biden",1,2,NA
"883","Under Taliban Rule, Life in Kabul Transforms Once Again",NA,0,NA,"In Kabul Streets, Eerie Quiet and a Struggle to Make Ends Meet",0,-4,-4
"884","Unlikely Coalition of Veterans Backs Biden on Ending Afghan War",NA,-1,-2,"U.S. ‘Forever War’ Veterans Back Biden on Withdrawal",NA,-2,-5
"885","Unvaccinated in Pakistan? You might lose your cellphone service.",-1,-4,NA,"Ultimatum in Pakistan:  Vaccine or Cell Service",-1,-2,NA
"886","Veterans Fortify the Ranks of Militias Aligned With Trump’s Views",NA,1,NA,"Veterans Fortify the Ranks of Militias That Align With Trump’s Views",NA,1,NA
"887","Veterans Struggle With Issues That Are Often Invisible to Others",-3,-4,-2,"For Veterans, The Trauma Doesn’t End With Service",-1,NA,-3
"888","Vietnam War Victims Wanted Justice. They Were Given ‘30 Bags of Rice.’",NA,0,-3,"Vietnam War Victims Say South Korea Still Owes Them Answers",NA,-2,-5
"889","Vigilantes in Greece Say ‘No More’ to Migrants",NA,NA,NA,"In Greek Shift, Vigilante Teams Target Migrants",NA,NA,NA
"890","Vigilantes in Greece Say ‘No More’ to Migrants",NA,NA,NA,"In Greek Shift, Vigilante Teams Target Migrants",NA,NA,NA
"891","Violence in India Threatens Its Global Ambitions",NA,-4,-5,"India’s Treatment of Muslims Threatens Its Global Ambitions",NA,NA,-2
"892","Violence May Delay U.S. Troop Withdrawal From Afghanistan",-1,-9,-7,"Wave of Violence Across Afghanistan May Delay U.S. Troop Withdrawal",-1,-9,-7
"893","Virus Takes Center Stage as Pence and Harris Skirmish in Debate",-1,0,NA,"In Clash on Virus, Harris Puts Pence on the Defensive",-3,-3,-2
"894","Voters Chose Boring Over Bombast. They Got Biden’s Penchant for Pontificating.",-1,0,-3,"Lost in Rhetorical Weeds, Biden Struggles to Inspire",-2,0,-3
"895","Votes, Deployment and Now Parenthood in the Middle of a Pandemic",NA,-3,NA,"Juggling Votes, Deployment and a Baby",NA,2,NA
"896","Waiving Rent and Making Masks, Afghans Meet Coronavirus With Kindness",1,1,NA,"In Yet Another Crisis, Afghans Waive Rent and Make Masks",-1,-1,-3
"897","Walter Mondale, Ex-Vice President and Champion of Liberal Politics, Dies at 93",-1,4,NA,"Walter Mondale, Former Vice President, Dies at 93",-2,1,NA
"898","Want a Preview of President Biden? Look to the Campaign Trail",NA,2,NA,"How Will Biden Lead? Look to His Campaign",1,1,NA
"899","War Crime Risk Grows for U.S. Over Saudi Strikes in Yemen",-2,-5,-8,"Saudi Strikes in Yemen Put U.S.  In Danger of War Crime Charges",-2,-7,-10
"900","War, Peace and Taliban Spreadsheets",1,2,0,"War, Peace and Spreadsheets In a Countdown to Withdrawal",1,3,-3
"901","Washington Breathes an Uneasy Sigh of Relief",0,-2,-4,"Transfer of Power Brings Respite To City Where a Mob Held Sway",1,0,NA
"902","Washington’s Daily Secret Machine",NA,3,NA,"Classified, Until It’s Not",NA,NA,NA
"903","Weighing Haiti Intervention, U.S. Again Faces a Torturous Dilemma",-2,-1,-1,"Weighing Haiti Intervention, U.S. Faces an All-Too-Familiar Dilemma",-1,1,-1
"904","Welcoming a New Year at an Ancient Festival in Pakistan",NA,3,NA,"Welcoming a New Year at an Ancient Kalash Festival",NA,3,NA
"905","West Virginia, once a vaccination pacesetter, is struggling against the Delta variant.",-1,NA,-2,"West Virginia  Is Struggling Against Delta",-1,NA,-2
"906","What Polls Say About Trump’s Impeachment and Possible Removal",NA,-2,NA,"What the Polls Say About Impeachment",NA,-1,NA
"907","What to Know About the Afghan Peace Talks",1,4,2,"Troubled Afghan-Taliban Peace Talks Set to Enter Next Phase",0,4,0
"908","What Voters in a California Swing District Say About Afghanistan",NA,NA,NA,"War and Virus Wear Down One Swing District’s Voters",-1,-3,-2
"909","What we know about the 13 U.S. service members killed in the Kabul attack.",-2,-3,-4,"Heartbreak After Heroes Died Going ‘Through the Gates of Hell’ in Kabul",-2,-5,-5
"910","What Will Our New Normal Feel Like? Hints Are Beginning to Emerge",NA,NA,NA,"Thrust Into Hardship, Humans Adapt and Cope in Remarkable Ways",0,3,0
"911","When Armed Vigilantes Are Summoned With a Few Keystrokes",NA,-2,NA,"When a Vigilante’s Call to Action Is Only a Facebook Post Away",NA,1,NA
"912","Where a Vaccination Campaign Faces Skepticism, War and Corruption",-2,-4,-4,"Where a Vaccination Campaign Faces Skepticism, War and Corruption",-2,-4,-4
"913","Where the Pomegranate Harvest Is Life, the Taliban Brought Ruin",-1,0,-2,"Taliban Attacks Ravage Pomegranate Country",-2,NA,-1
"914","White House Dismisses Reports of Bounties, but Is Silent on Russia",1,NA,NA,"The White House Maintains Trump Knew Nothing of Russian Bounties",1,1,NA
"915","White House Pushes to Recover Americans Held Overseas",1,NA,NA,"White House Pushes for Return of Americans Being Held Hostage Overseas",-1,-3,NA
"916","White House Warns Russia on Bounties, but Stops Short of Sanctions",NA,NA,-3,"White House Stops Short of Sanctions Over Bounties",NA,NA,-1
"917","Who Are the Taliban, and What Do They Want?",NA,NA,NA,"Afghanistan’s Once and Current Rulers",NA,NA,NA
"918","Who Are the Taliban’s New Government Leaders? Here’s What We Know",NA,-2,NA,"Who Are New Leaders Appointed to Positions In the Taliban Cabinet?",NA,2,NA
"919","Who Paid for That Mansion? A Senator or the Haitian People?",NA,NA,NA,"Opulent Mansion in Canada Ignites Rage as Haiti Unravels",0,-2,-2
"920","Who Will Fill Biden’s Cabinet?",NA,3,NA,"Who Are Contenders  For Biden’s Cabinet?",NA,2,NA
"921","Why Afghanistan Became an Invisible War",-1,-2,-2,"Why Afghanistan Became an Invisible War",-1,-2,-2
"922","Why Are India and the U.S. Sparring Over a $110 Million Mumbai Mansion?",NA,NA,NA,"How a $110 Million Mansion in India Ended Up in a Diplomatic Dispute",0,0,-2
"923","Why Biden’s Pick for Iran Envoy Is ‘a Proxy for Everything’",NA,2,NA,"Biden’s Pick for Iran Envoy Resurrects Bitter Debate Over Nuclear Pact",-1,3,-2
"924","Why Europe’s Leaders Say They Won’t Welcome More Afghan Refugees",NA,NA,NA,"Memory of Migrant Crisis Haunts Europe as First Afghan Refugees Land",-1,0,-4
"925","Why Haiti Still Despairs After $13 Billion in Foreign Aid",NA,0,-3,"Why $13 Billion in Aid Didn’t Erase Troubles",-2,-1,-2
"926","Will Afghanistan Become a Terrorism Safe Haven Once Again?",0,0,1,"With Americans Gone, Will Afghanistan Return As a Haven for Terror?",-1,0,-3
"927","Will Biden Be an Activist President on the World Stage?",NA,2,NA,"Even With a To-Do List at Home, Biden Vows to Build Rapport Abroad",1,1,NA
"928","Will Doug Emhoff’s Legal Career Be an Issue for the Biden-Harris Ticket?",-1,4,1,"Lawyer and Partner: A Look at Legal Work by Harris’s Husband",NA,-1,1
"929","Will the World Formally Recognize the Taliban?",NA,NA,NA,"The Taliban Must Overcome Big Obstacles to Obtain International Recognition",NA,NA,-2
"930","With Afghan Collapse, Moscow Takes Charge in Central Asia",-1,-4,-2,"With U.S. Exit, Russia’s Power in Central Asia Grows Ever Stronger",1,NA,2
"931","With Afghan Decision, Biden Seeks to Focus U.S. on New Challenges",NA,1,NA,"Biden’s Decision Prioritizes Nation-Building at Home, Not in Kabul",NA,2,NA
"932","With Afghan Retreat, Biden Bucks Foreign Policy Elite",0,4,-1,"In Pulling Troops Out,  A President Becomes An Unlikely Insurgent",NA,1,NA
"933","With Delay in Afghan Peace Talks, a Creeping Sense of ‘Siege’ Around Kabul",-2,1,1,"Taliban Tighten ‘Ring of Siege’ Around Afghan Capital",-1,-1,NA
"934","With Putin, Biden Tries to Forge a Bond of Self-Interest, Not Souls",NA,1,NA,"A Meeting of Cordial Words and Muted Tensions",NA,-2,NA
"935","With Trump Presidency Winding Down, Push for Assange Pardon Ramps Up",2,2,2,"Supporters Push for Pardon for Assange as the President’s Term Comes to a Close",1,1,3
"936","Woman Killed in Capitol Embraced Trump and QAnon",0,1,-3,"Woman Killed Storming Capitol Discovered Political Side After Time in Military",-1,-1,-3
