date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,
4/7/2020,Discussions with insurgents in Kabul unraveled as Afghan officials refused to include senior Taliban commanders in the first batch of prisoners to be released.,"KABUL, Afghanistan — A week of talks between the Afghan government and the Taliban on a prisoner swap — seen as crucial to preserving a fragile peace deal between the insurgents and the United States — appeared to be collapsing on Tuesday, as Taliban leaders ordered their team to pull out of the discussions.",Discussions with insurgents in Kabul unraveled as Afghan officials refused to include senior Taliban commanders in the first batch of prisoners to be released.,World,Asia Pacific,Foreign,By Mujib Mashal,Afghan Prisoner Swap Hits Wall as Taliban Pull Out of Talks,"Taliban Pulls Out of Talks as Prisoner Swap Collapses, Imperiling U.S. Deal",NA,News,https://www.nytimes.com/2020/04/07/world/asia/afghan-prisoner-talks-collapse.html,,
4/18/2021,"Back when we visited in 2002, there was hope that America could help make the country better.","I was not surprised that Joe Biden decided to finally pull the plug on the U.S. presence in Afghanistan. Back in 2002 it was reasonable to hope that our invasion there to topple Osama bin Laden and his Taliban allies could be extended to help make that country a more stable, tolerant and decent place for its citizens — and less likely to host jihadist groups. But it was also reasonable to fear from the start that trying to graft a Western political culture onto such a deeply tribalized, male-dominated and Islamic fundamentalist culture like Afghanistan’s was a fool’s errand, especially when you factored in how much neighboring Pakistan never wanted us to succeed because it could wrench Afghanistan from Pakistan’s cultural and geopolitical orbit.","Back when we visited in 2002, there was hope that America could help make the country better.",Opinion,NA,OpEd,By Thomas L. Friedman,What Joe Biden and I Saw After the U.S. Invaded Afghanistan,I Was With Biden in Kabul in 2002,NA,Op-Ed,https://www.nytimes.com/2021/04/18/opinion/joe-biden-afghanistan-2002.html,,
12/16/2020,The Taliban’s recent shift to magnetic bombs to target Afghan officials in Kabul underscores the government’s struggle to protect its own people.,"KABUL, Afghanistan — As he has done most workdays, Mahbubullah Mohibi left his home on Tuesday morning in a white armored S.U.V. with government plates, bound for his office job as deputy governor for Kabul Province.",The Taliban’s recent shift to magnetic bombs to target Afghan officials in Kabul underscores the government’s struggle to protect its own people.,World,Asia Pacific,Foreign,By David Zucchino and Fahim Abed,‘Sticky Bombs’ Sow Terror and Chaos in a City on Edge,Taliban Use Lethal ‘Sticky Bombs’ Nearly Daily to Terrorize Afghans,NA,News,https://www.nytimes.com/2020/12/16/world/asia/afghanistan-magnetic-bombs.html,,
7/22/2020,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,Briefing,NA,NYTNow,By Melina Delkic,"Russian Interference, Angela Merkel, Afghan Women: Your Wednesday Briefing",NA,NA,briefing,https://www.nytimes.com/2020/07/21/briefing/russian-interference-angela-merkel-virus-trump.html,,
10/18/2020,"She was undefeated in decades of war, but her decision was an act of survival. A government that has come to depend on unreliable militias finds itself vulnerable.","KABUL, Afghanistan — In a long conflict waged by men, she’s been a rare female warlord, defending her fief in northern Afghanistan against the Taliban, her own relatives and even against the American-backed central government she allied with.","She was undefeated in decades of war, but her decision was an act of survival. A government that has come to depend on unreliable militias finds itself vulnerable.",World,Asia Pacific,Foreign,"By Mujib Mashal, Najim Rahim and Fatima Faizi","A Storied Female Warlord Surrenders, Taliban Say, Exposing Afghan Weakness","Taliban Claims to Defeat Revered Female Warlord, Seizing Propaganda Win",NA,News,https://www.nytimes.com/2020/10/18/world/asia/commander-pigeon-afghanistan-woman-commander.html,,
4/14/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,"By Remy Tumin, Amelia Nierenberg and Sarah Hughes","Afghanistan, Bernie Madoff, Spring Gardens: Your Wednesday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/04/14/briefing/afghanistan-bernie-madoff-spring-gardens.html,,
4/14/2021,Allies to follow U.S. out of Afghanistan.,"Now that the U.S. has decided to leave Afghanistan by Sept. 11, NATO’s foreign and defense ministers agreed on Wednesday to begin withdrawing their 9,600 troops on May 1 and finish “within a few months,” according to a statement. The alliance’s mantra has always been “in together, out together,” so with the U.S. leaving, the pullout does not come as a surprise.",Allies to follow U.S. out of Afghanistan.,Briefing,NA,NYTNow,By Whet Moser,Your Thursday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/04/14/briefing/15nato-afghanistan-johnson-vaccine-coinbase.html,,
4/13/2021,An end to America’s longest war.,President Biden has decided to pull out the remaining U.S. troops from Afghanistan by the 20th anniversary of the terrorist attacks that launched the country into its longest war. The announcement is expected Wednesday.,An end to America’s longest war.,Briefing,NA,NYTNow,By Whet Moser,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/04/13/briefing/14afghan-war-johnson-johnson-vaccine-iran.html,,
2/29/2020,A visual chronicle of the Afghanistan conflict.,"Soon after the attacks of Sept. 11, 2001, the United States military’s attention turned to Afghanistan, where Al Qaeda’s leaders were based. Many knew an invasion was sure to come.",A visual chronicle of the Afghanistan conflict.,World,Asia Pacific,Foreign,NA,Photos From America’s Longest War,NA,NA,News,https://www.nytimes.com/article/afghanistan-war-photos-pictures.html,,
4/17/2021,"In Canonsburg, known for its big Fourth of July parade, many people say they are proud of America and its military but weary of the two-decade war in Afghanistan.","CANONSBURG, Pa. — Every year, Eric Miller brought his son Aidan to the famous Fourth of July parade in Canonsburg, an hourslong procession that draws tens of thousands of spectators, with lawn chairs set out along the route days ahead of time.","In Canonsburg, known for its big Fourth of July parade, many people say they are proud of America and its military but weary of the two-decade war in Afghanistan.",U.S.,Politics,Politics,By Trip Gabriel,A War Is Ending. A Pennsylvania Town Exhales.,A Pennsylvania Town Exhales at a War’s End,NA,News,https://www.nytimes.com/2021/04/17/us/politics/pennsylvania-afghanistan-war.html,,
4/15/2021,Global vaccine worries.,"Safety scares over the AstraZeneca and Johnson & Johnson vaccines have jeopardized campaigns to inoculate the world, undercutting faith in two shots with the potential to be global workhorses and threatening to prolong the coronavirus pandemic in poor countries.",Global vaccine worries.,Briefing,NA,Foreign,NA,Your Thursday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/04/15/briefing/coronavirus-vaccines-afghanistan-mario-draghi.html,,
2/29/2020,"The U.S. has agreed to gradually pull troops from Afghanistan, in exchange for the Taliban’s promise not to let terrorists return. A difficult process lies ahead.","DOHA, Qatar — The agreement just signed by American and Taliban negotiators opens the way for direct negotiations between the insurgents and other Afghans, including the country’s government, on a political future after the United States ends its military presence. The negotiations could also result in a cease-fire.","The U.S. has agreed to gradually pull troops from Afghanistan, in exchange for the Taliban’s promise not to let terrorists return. A difficult process lies ahead.",World,Asia Pacific,Foreign,By Mujib Mashal and Russell Goldman,4 Takeaways From the U.S. Deal With the Taliban,Table Is Set For a Pullout And Talks,NA,News,https://www.nytimes.com/2020/02/29/world/asia/us-taliban-afghanistan.html,,
3/3/2020,"The direct contact between an American president and a top Taliban official would once have been unthinkable, showing President Trump’s drive to make a peace deal stick.","WASHINGTON — President Trump spoke on Tuesday with the deputy leader of the Taliban, Mullah Abdul Ghani Baradar, in the latest sign of his determination to see that a peace deal signed Saturday with the Afghan insurgent group holds, allowing him to withdraw thousands of American troops in an election year.","The direct contact between an American president and a top Taliban official would once have been unthinkable, showing President Trump’s drive to make a peace deal stick.",World,Asia Pacific,Washington,By Michael Crowley,Trump Speaks With a Taliban Leader,"Pursuing Exit, Trump Talks  To a Leader Of the Taliban",NA,News,https://www.nytimes.com/2020/03/03/world/asia/trump-taliban-afghanistan.html,,
2/29/2020,The Trump administration’s deal with the Taliban recognizes the limits of American power.,"The deal the Trump administration signed with the Taliban on Saturday is a ticket out of Afghanistan for American troops who’ve been there far too long. It is a quiet end to a conflict that began with vibrant clarity, if not strategic vision, and descended into bloody ambiguity.",The Trump administration’s deal with the Taliban recognizes the limits of American power.,Opinion,NA,Editorial,By The Editorial Board,A War Without Winners Winds Down,A War Without Winners Winds Down,NA,Editorial,https://www.nytimes.com/2020/02/29/opinion/taliban-peace-deal-afghanistan.html,,
